species,gene_names,description,term_ids
osa,UCL13|OsUCL13|UCLACYANIN-LIKE PROTEIN 13|uclacyanin-like protein 13,Phytocyanin. Os04g0320800 (in Rap3 (build5)).,
osa,Os04g0545400|LOC_Os04g46120.1|UCL14|OsUCL14|UCLACYANIN-LIKE PROTEIN 14|uclacyanin-like protein 14,Phytocyanin.,GO:0005507|GO:0009055
osa,Os04g0545600|LOC_Os04g46130.1|UCL15|OsUCL15|UCLACYANIN-LIKE PROTEIN 15|uclacyanin-like protein 15,Phytocyanin.,GO:0009055|GO:0005507
osa,Os06g0218600|LOC_Os06g11490.1|UCL16|OsUCL16|UCLACYANIN-LIKE PROTEIN 16|uclacyanin-like protein 16,Phytocyanin.,GO:0009055|GO:0005507
osa,Os06g0266400|LOC_Os06g15600.1|UCL17|OsUCL17|UCLACYANIN-LIKE PROTEIN 17|uclacyanin-like protein 17,Phytocyanin.,
osa,Os06g0718400|LOC_Os06g50420.1|UCL18|OsUCL18|UCLACYANIN-LIKE PROTEIN 18|uclacyanin-like protein 18,Phytocyanin.,
osa,Os06g0721800|LOC_Os06g50650.1|UCL19|OsUCL19|UCLACYANIN-LIKE PROTEIN 19|uclacyanin-like protein 19,Phytocyanin.,GO:0005507|GO:0009055
osa,Os07g0105000|LOC_Os07g01440.1|UCL20|OsUCL20|UCLACYANIN-LIKE PROTEIN 20|uclacyanin-like protein 20,Phytocyanin. AU162427.,GO:0005507|GO:0009055
osa,Os07g0165900|LOC_Os07g07170.1|UCL21|OsUCL21|UCLACYANIN-LIKE PROTEIN 21|uclacyanin-like protein 21,Phytocyanin.,
osa,Os07g0542900|LOC_Os07g35860.1|UCL22|OsUCL22|UCLACYANIN-LIKE PROTEIN 22|uclacyanin-like protein 22,Phytocyanin. AU173380.,GO:0009055|GO:0005507
osa,Os08g0137400|LOC_Os08g04310.1|UCL23|OsUCL23|UCLACYANIN-LIKE PROTEIN 23|uclacyanin-like protein 23,Phytocyanin.,GO:0009055|GO:0009651|GO:0005507|TO:0006001
osa,Os08g0137800|LOC_Os08g04340.1|UCL24|OsUCL24|UCLACYANIN-LIKE PROTEIN 24|uclacyanin-like protein 24,Phytocyanin.,GO:0009055|GO:0005507
osa,Os08g0137900|LOC_Os08g04350.1|UCL25|OsUCL25|UCLACYANIN-LIKE PROTEIN 25|uclacyanin-like protein 25,Phytocyanin.,GO:0009055|GO:0005507
osa,Os08g0138100|LOC_Os08g04360.1|UCL26|OsUCL26|UCLACYANIN-LIKE PROTEIN 26|uclacyanin-like protein 26,Phytocyanin.,
osa,Os08g0138200|LOC_Os08g04370.1|UCL27|OsUCL27|UCLACYANIN-LIKE PROTEIN 27|uclacyanin-like protein 27,Phytocyanin. EE591745.,GO:0005507|GO:0009055
osa,Os08g0138400|UCL28|OsUCL28|UCLACYANIN-LIKE PROTEIN 28|uclacyanin-like protein 28,Phytocyanin.,GO:0009055|GO:0005507
osa,Os08g0482600|LOC_Os08g37660.1|UCL29|OsUCL29|UCLACYANIN-LIKE PROTEIN 29|uclacyanin-like protein 29,Phytocyanin.,GO:0009055|GO:0005507
osa,Os08g0482700|LOC_Os08g37670.1|UCL30|OsUCL30|UCLACYANIN-LIKE PROTEIN 30|uclacyanin-like protein 30,Phytocyanin.,GO:0009055|GO:0005507
osa,Os09g0469300|LOC_Os09g29390.1|UCL31|OsUCL31|UCLACYANIN-LIKE PROTEIN 31|uclacyanin-like protein 31,Phytocyanin.,GO:0009055|GO:0005507
osa,Os09g0541100|LOC_Os09g36940.1|UCL32|OsUCL32|UCLACYANIN-LIKE PROTEIN 32|uclacyanin-like protein 32,Phytocyanin. CI646724.,GO:0009055|GO:0005507
osa,Os09g0572700|LOC_Os09g39940.1|UCL33|OsUCL33|UCLACYANIN-LIKE PROTEIN 33|uclacyanin-like protein 33,Phytocyanin. AGP (Arabinogalactan protein). ,GO:0005507|GO:0009055|PO:0009005|PO:0009047|PO:0025034|PO:0009010
osa,Os11g0426400|LOC_Os11g23930.1|UCL34|OsUCL34|UCLACYANIN-LIKE PROTEIN 34|uclacyanin-like protein 34,Phytocyanin. BE040849.,GO:0005507|GO:0009055
osa,Os11g0428800|LOC_Os11g24140.1|UCL35|OsUCL35|UCLACYANIN-LIKE PROTEIN 35|uclacyanin-like protein 35,Phytocyanin.,GO:0005507|GO:0009055
osa,Os03g0807500|LOC_Os03g59280.1|OsSCL1|stellacyanin-like protein 1,Phytocyanin. AK068398.,GO:0009055|GO:0005507
osa,Os04g0629200|LOC_Os04g53710.1|OsSCL2|stellacyanin-like protein 2,Phytocyanin.,GO:0005507|GO:0009055
osa,Os06g0216700|LOC_Os06g11310.1|OsSCL3|stellacyanin-like protein 3,Phytocyanin.,GO:0005507|GO:0009055
osa,Os01g0931400|LOC_Os01g70580.1|ROX1|Regulator of XA21-1,positive regulator of XA21.,GO:0009229|GO:0004788|GO:0016301|GO:0005524|GO:0006772
osa,"Os02g0320100|LOC_Os02g21510.3, LOC_Os02g21510.2, LOC_Os02g21510.1|ROX2|Regulator of XA21-2",positive regulator of XA21.,
osa,Os06g0231300|LOC_Os06g12530.1|ROX3|Regulator of XA21-3,negative regulator of XA21.,
osa,Os03g0140300/Os03g0140400|SD37|OsCYP96B4|CYP96B4|CYP96B4/SD37|OsDSS1|DSS1|SEMIDWARF 37|Cytochrome P450 96B4|P-450 96B4|semi-dwarf 37,OsCYP96B4 might be involved in lipid metabolism and regulate cell elongation. LOC_Os03g04680. ABF93896.,GO:0005506|GO:0051301|GO:0020037|GO:0016705|GO:0010029|GO:0009414|GO:0006629|GO:0005783|GO:0004497|TO:0000276|TO:0000207|TO:0000391|TO:0000478|TO:0006032|TO:0002637|TO:0002667|TO:0002675|PO:0020148
osa,"Os03g0157300|LOC_Os03g06120.3, LOC_Os03g06120.2, LOC_Os03g06120.1|OsMCA1|Plasma membrane protein OsMCA1",Ca2+-permeable mechanosensitive channel. OsMCA1 is involved in regulation of plasma membrane Ca2+ influx and ROS generation induced by hypo-osmotic stress in cultured rice cells.,GO:0070509|GO:0005887|GO:0048528|GO:0007638
osa,"Os04g0395600|LOC_Os04g32460.2, LOC_Os04g32460.1|OsAFB2|ABF2|OsAFB2-1|OsAFB2-2|OsFbox206|Os_F0492|Auxin signaling f-box 2|F-box protein 206",LOC_Os04g32460. Q7XVM8. a miR393 target gene. Os_F0492 in Hua et al. 2011. auxin receptor.,GO:0009734|GO:0019005|GO:0010104|GO:0000822|GO:0005634|GO:0010011|TO:0000227|TO:0000163|TO:0000173
osa,Os05g0150500|LOC_Os05g05800.1|OsTIR1|TIR1|OsFbox248|Os_F0717|transport inhibitor response 1|Transport Inhibitor Response1|F-box protein 248,LOCOs05g05800 auxin receptor Q0DKP3 a miR393 target gene  phosphate content OsF0717 in Hua et al 2011,GO:0010104|GO:0000822|GO:0010011|GO:0009734|TO:0000163|TO:0000173|TO:0000227
osa,MIR393|OsmiR393|osa-MIR393|osa-MIR393a|OsmiR393a|miR393a|MICRORNA393|MICRORNA393A,miRBASE accession MI0001026 The overexpression of miR393 miR393a and miR393b negatively regulates mRNAs of OsTIR1 and OsAFB2 LM379278  response to nitrogen compound,GO:0010930|GO:0006379|GO:0016442|GO:0009651|GO:0009411|GO:0009414|GO:0042742|GO:0009737|GO:0010311|GO:0035195|GO:0046688|GO:0035068|TO:0006001|TO:0000021|TO:0000315|TO:0000160|TO:0000276|TO:0000615|TO:0000346|TO:0000011|TO:0000163|TO:0000329
osa,"Os03g0733600|LOC_Os03g52320.2, LOC_Os03g52320.1|OsGIF3|GIF3|OsGIF1|GIF1|MKB3|GRF1-interacting factor 3|GRF-interacting factor 3|Growth-regulating factor interacting factor 1|GRF interacting factor 1|MAKIBA3|MAKIBA 3",LOCOs03g52320 OsGIF1 in He et al 2017 Shimano et al 2018 Li et al 2018  stem size an ortholog of Arabidopsis ANGUSTIFOLIA3 AN3GIF1 TO0006064 rolled leaf TO1000024 palea morphology trait,GO:0048481|GO:0005634|GO:0016049|GO:0022414|GO:0048366|GO:0008283|GO:0009955|GO:0080060|GO:0009555|GO:0010229|TO:0002637|TO:0000397|TO:0000040|TO:0000655|TO:0002686|TO:0000657|TO:0000614|TO:0000621|TO:0000485|TO:0000145|TO:0000370|PO:0001050|PO:0000017|PO:0007619|PO:0001007|PO:0001083
osa,"Os10g0545000|LOC_Os10g39790.4, LOC_Os10g39790.3, LOC_Os10g39790.2|OsMGT6|OsMRS2-4|Magnesium transporter 6|MRS2/MGT family member 4",A3BV82.,GO:0016021
osa,PI3K|Phosphatidylinositol 3-kinase,,
osa,Os rboh1|NADPH oxidase Os rboh1,,
osa,Os rboh2|NADPH oxidase Os rboh2,,
osa,Os rboh3|NADPH oxidase Os rboh3,,
osa,Os rboh4|NADPH oxidase Os rboh4,,
osa,Os rboh5|NADPH oxidase Os rboh5,,
osa,Os rboh6|NADPH oxidase Os rboh6,,
osa,Os rboh7|NADPH oxidase Os rboh7,,
osa,Os rboh8|NADPH oxidase Os rboh8,,
osa,Os rboh9|NADPH oxidase Os rboh9,,
osa,"Os02g0766700|LOC_Os02g52780.2, LOC_Os02g52780.1|BZIP23|OsbZIP23|OsAREB1|OsABF2|Osbzip23|OsAREB2|OsZIP23|ZIP23|b-ZIP TRANSCRIPTION FACTOR 23|Transcription Factor OsbZIP23|bZIP transcription factor 23|AREB/ABF-family protein 1",basic regionleucine zipper motif transcription factor OsAREB2 in Ke et al 2014 Li et al 2017  negative regulation of response to salt stress OsbZIP23 promoter from O rufipogon KP779639 OsbZIP23 promoter from IR20 KP779640 OsbZIP23 CDS from O rufipogon KP779637 OsbZIP23 CDS from O nivara KP779638,GO:0046983|GO:0043565|GO:0009651|GO:0000302|GO:0009414|GO:0009789|GO:0003700|GO:0009737|GO:0007623|TO:0000615|TO:0000168|TO:0000276|TO:0006001|TO:0000136|TO:0000333|TO:0006002|TO:0002657|TO:0000396
osa,Os03g0390200|LOC_Os03g27280.1|SAPK1|OsSAPK1|STRESS/ABA-ACTIVATED PROTEIN KINASE 1|stress/ABA-activated protein kinase 1|Stress-Activated Protein Kinase 1,SnRK2 protein kinase. AB125302. Q75LR7. C22414. LOC_Os03g27280. JF733759.,GO:0009414|GO:0005524|GO:0004674|GO:0009738|GO:0009737|TO:0000615|TO:0000095
osa,"Os07g0622000|LOC_Os07g42940.9, LOC_Os07g42940.8, LOC_Os07g42940.7, LOC_Os07g42940.6, LOC_Os07g42940.5, LOC_Os07g42940.4, LOC_Os07g42940.3, LOC_Os07g42940.2, LOC_Os07g42940.1|SAPK2|OsSAPK2|STRESS/ABA-ACTIVATED PROTEIN KINASE 2|stress/ABA-activated protein kinase 2|Stress-Activated Protein Kinase 2",SnRK2 protein kinase. AB125303. Q0D4J7. A2YNT8.2 C22640. LOC_Os07g42940. JF733760. TtPK1 (Triticum tauschii protein kinase 1 ) ortholog.,GO:0009845|GO:0009738|GO:0005524|GO:0009414|GO:0009651|GO:0005829|GO:0005634|GO:0009737|GO:0004674|GO:0006970|GO:0010162|TO:0000095|TO:0000615|TO:0006001|TO:0000276|TO:0000253|PO:0007057
osa,"Os10g0564500|LOC_Os10g41490.3, LOC_Os10g41490.2, LOC_Os10g41490.1|SAPK3|OsSAPK3|REK|STRESS/ABA-ACTIVATED PROTEIN KINASE 3|stress/ABA-activated protein kinase 3|rice endosperm protein kinase|Stress-Activated Protein Kinase 3","SnRK2 protein kinase. AB125304. P0C5D6. AB002109, D88399. A2ZAB5. LOC_Os10g41490. JF733761.",GO:0004674|GO:0009737|GO:0009414|GO:0042742|GO:0005737|GO:0005634|GO:0009738|GO:0005524|TO:0000095|TO:0000175|TO:0000615
osa,Os01g0869900|LOC_Os01g64970.1|SAPK4|OsSAPK4|STRESS/ABA-ACTIVATED PROTEIN KINASE 4|stress/ABA-activated protein kinase 4|Stress-Activated Protein Kinase 4,SnRK2 protein kinase. AB125305. Q5N942. JF733762.,GO:0004674|GO:0005524|GO:0006950|GO:0009738|GO:0009414|TO:0000095
osa,"Os04g0691100|LOC_Os04g59450.3, LOC_Os04g59450.2, LOC_Os04g59450.1|SAPK5|OsSAPK5|STRESS/ABA-ACTIVATED PROTEIN KINASE 5|stress/ABA-activated protein kinase 5|Stress-Activated Protein Kinase 5",SnRK2 protein kinase. AB125306. Q7XKA8. C22640. LOC_Os04g59450. JF733763.,GO:0009414|GO:0004674|GO:0009738|GO:0005634|GO:0005524|GO:0042742|GO:0005737|TO:0000095|TO:0000175
osa,"Os02g0551100|LOC_Os02g34600.2, LOC_Os02g34600.1|SAPK6|OsSAPK6|OSRK1|STRESS/ABA-ACTIVATED PROTEIN KINASE 6|stress/ABA-activated protein kinase 6|Stress-Activated Protein Kinase 6",SnRK2 protein kinase. AB125307. DQ285022. Q6ZI44. AU056506. LOC_Os02g34600. JF733764.,GO:0009737|GO:0005524|GO:0004674|GO:0009738|GO:0009414|TO:0006001|TO:0000615|TO:0000276
osa,Os04g0432000|LOC_Os04g35240.1|SAPK7|OsSAPK7|STRESS/ABA-ACTIVATED PROTEIN KINASE 7|stress/ABA-activated protein kinase 7|Stress-Activated Protein Kinase 7,SnRK2 protein kinase. AB125308. Q7XQP4. AU075635. LOC_Os04g35240. JF733765.,GO:0005634|GO:0009738|GO:0005524|GO:0004674|GO:0042742|GO:0005737|GO:0009414|TO:0000175|TO:0000095
osa,Os03g0764800|LOC_Os03g55600.1|SAPK8|OsSAPK8|STRESS/ABA-ACTIVATED PROTEIN KINASE 8|stress/ABA-activated protein kinase 8|Stress-Activated Protein Kinase 8,SnRK2 protein kinase AB125309 Q7Y0B9 LOCOs03g55600 JF733766  stomatal closure TO0020095 stomatal process related trait ,GO:0009737|GO:0005524|GO:0004674|GO:0009738|GO:0010118|GO:0009414|TO:0000276|TO:0000615
osa,Os12g0586100|LOC_Os12g39630.1|SAPK9|OsSAPK9|STRESS/ABA-ACTIVATED PROTEIN KINASE 9|stress/ABA-activated protein kinase 9|Stress-Activated Protein Kinase 9,SnRK2 protein kinase. AB125310. Q75V57. LOC_Os12g39630. JF733767.,GO:0004674|GO:0005524|GO:0009738|GO:0009414|GO:0009737|GO:0005634|GO:0005737|GO:0042742|TO:0000615|TO:0000095|TO:0000175
osa,Os03g0610900|LOC_Os03g41460.1|SAPK10|OsSAPK10|STRESS/ABA-ACTIVATED PROTEIN KINASE 10|stress/ABA-activated protein kinase 10|Stress-Activated Protein Kinase 10|Osmotic stress/abscisic acid-activated protein kinase 10,SnRK2 protein kinase. AB125311. Q75H77. LOC_Os03g41460. JF733768. candidate gene for qSSR3.,GO:0005524|GO:0009738|GO:0009409|GO:0009737|GO:0009414|GO:0004674|TO:0000615|TO:0002665|TO:0000095|TO:0000303
osa,Os08g0472000|LOC_Os08g36790.1|TRAB1|OsbZIP66|OsABF5|Osbzip66|OsTRAB1|bZIP66|ABF5|TRANSCRIPTION FACTOR RESPONSIBLE FOR ABA REGULATION 1|basic region leucine zipper factor TRAB1|basic domain/Leu zipper factor TRAB1|transcription factor responsible for ABA regulation 1|bZIP transcription factor 66,LOC_Os08g36790. ABRE-binding factor. AB023288. Q6ZDF3.,GO:0006351|GO:0005634|GO:0009738|GO:0043565|GO:0046983|GO:0003700
osa,"Os01g0767900|LOC_Os01g56200.2, LOC_Os01g56200.1|NH2|OsNH2|OsNPR2|OsNPR2/NH2|NPR1 HOMOLOG 2|NPR1-like 2|NPR1 homologue 2|nonexpresser of PR genes 2|Arabidopsis NPR1 homolog 2|non-expressor of pathogenesis-related gene2",a rice ortholog of Arabidopsis thaliana NPR1. AY923984. DQ450950. ,GO:0005634|GO:0009816|GO:0009817
osa,Os05g0368000|LOC_Os05g30500.1|RH1|NRR Repressor Homologue 1,,
osa,Os01g0508500|LOC_Os01g32460.1|RH2|NRR Repressor Homologue 2,,
osa,Os01g0508100|LOC_Os01g32380.1|RH3|NRR Repressor Homologue 3,,
osa,NRR|NRR1|negative regulator of resistance,AY923981. NPR1 interactor.,GO:0003677|GO:0005634|GO:0006334|GO:0000786|TO:0000401|TO:0000112|TO:0000175
osa,"Os03g0123300|LOC_Os03g03150.2, LOC_Os03g03150.1|TAD1|OsCCS52A|TE|OsWD40-61|TAD1/TE|CCS52A1|TILLERING AND DWARF 1|Tillering and Dwarf 1|cell cycle switch 52 A|cell cycle switch 52A|A-type cell cycle switch 52|tiller enhancer|HOMOLOGUE OF CDH1|CELL CYCLE SWITCH PROTEIN 52A 1","co-activator of the anaphase-promoting complex (APC/C), target MOC1 for degradation. TE acts as an activator of the anaphase promoting complex/cyclosome (APC/C) complex. CCS52A1 in Dedecker et al. 2016. LOC_Os03g03150.",GO:0042023|GO:0010091|GO:0005737|GO:0005634|GO:0016049|GO:0032877|TO:0000152|TO:0000346
osa,OsAPC10,docking protein of anaphase-promoting complex/cyclosome (APC/C),
osa,Os01g0743800|LOC_Os01g54050.1|PHP1|OsPHP1|Hpt1|OsHP3|OsHpt1|PSEUDO-PHOSPHOTRANSFER PROTEIN 1|pseudo-phosphotransfer protein 1,"Histidine phosphotransfer protein, His-containing phosphotransfer protein. Hpt protein.",GO:0000160|GO:0004871
osa,Os05g0186100|LOC_Os05g09410.1|PHP2|OsPHP2|Hpt4|OsHP5|OsHpt4|PSEUDO-PHOSPHOTRANSFER PROTEIN 2|pseudo-phosphotransfer protein 2,"Histidine phosphotransfer protein, His-containing phosphotransfer protein. Hpt protein.",GO:0000160
osa,"Os05g0521300|LOC_Os05g44570.3, LOC_Os05g44570.2, LOC_Os05g44570.1, LOC_Os05g44560.1|PHP3|OsPHP3|Hpt5|OsHP4|OsHpt5|OsHpt5a|OsHpt5b|OsHpt5c|PSEUDO-PHOSPHOTRANSFER PROTEIN 3|pseudo-phosphotransfer protein 3","Histidine phosphotransfer protein, His-containing phosphotransfer protein. Hpt protein.",GO:0007018|GO:0003777|GO:0005524|GO:0005874
osa,Os05g0395600|LOC_Os05g32880.1|RR27|OsRR27|Rra16|OsPRR5|OsRRA16|B-TYPE RESPONSE REGULATOR 27|A-type RR 16|response regulator 27,B-type RR.,
osa,Os04g0349100|LOC_Os04g28160.1|RR28|OsRR28|Rra22|OsPRR3|OsRRA22|B-TYPE RESPONSE REGULATOR 28|A-type RR 22|response regulator 28.,B-type RR.,
osa,Os04g0348800|LOC_Os04g28130.1|RR29|OsRR29|Rrb7|OsPRR4|OsRRB7|B-TYPE RESPONSE REGULATOR 29|B-type RR 7|response regulator 29,,GO:0000156|GO:0006355
osa,Os08g0458400|LOC_Os08g35650.1|RR31|OsRR31|B-TYPE RESPONSE REGULATOR 31|response regulator 31,B-type RR.,
osa,Os08g0279900|LOC_Os08g17760.1|OsRR32|response regulator 32,B-type RR.,
osa,Os08g0458600|LOC_Os08g35670.1|RR33|OsRR33|Rra19|OsRRA19|B-TYPE RESPONSE REGULATOR 33|response regulator 33|A-type response regulator 19|A-type RR 19,B-type RR.,GO:0000156|GO:0006355
osa,Os03g0742300|LOC_Os03g53100.1|OsRR41|RR41|Rra14|OsRR14|RR14|OsRRA14|OsEnS-54|response regulator 41|A-type response regulator 14|response regulator 14|A-type RR 14|endosperm-specific gene 54,LOC_Os03g53100. type-C response regulator. ,GO:0000156|GO:0006355
osa,Os04g0212450|LOC_Os04g13480.1|OsRR42|Rra15|OsRR13|OsRRA15|response regulator 42|A-type response regulator 15|response regulator 13|A-type RR 15,type-C response regulator.,
osa,Os05g0395700|LOC_Os05g32890.1|OsPRR10|Rra18|OsRRA18|pseudo-response regulator 10|A-type response regulator 18|A-type RR 18,,
osa,Os04g0349000|LOC_Os04g28150.1|OsPRR11|pseudo-response regulator 11,,
osa,Os04g0348600|LOC_Os04g28120.1|OsPRR12|Rra17|OsRRA17|OsEnS-61|pseudo-response regulator 12|A-type response regulator 17|A-type RR 17|endosperm-specific gene 61,LOC_Os04g28120.,
osa,Os06g0654300|LOC_Os06g44410.1|HK1|OsHK1|OHK1|HISTIDINE KINASE 1|histidine kinase 1,"His-kinase domain(HK), Receiver domain(Rec). LOS_Os06g444410.",GO:0005524|GO:0000156|GO:0018106|GO:0016020|GO:0000155|GO:0006355
osa,Os01g0968700|LOC_Os01g73760.1|IPT9|OsIPT9|ADENOSINE PHOSPHATE ISOPENTENYLTRANSFERASE 9|adenosine phosphate isopentenyltransferase 9|isopentenyltransferase 9,LOC_Os01g73760. AB239806.,GO:0052381|GO:0005524|GO:0009691|GO:0008033|GO:0005829|GO:0007131|GO:0009824
osa,Os06g0729800|LOC_Os06g51350.1|IPT10|OsIPT10|ADENOSINE PHOSPHATE ISOPENTENYLTRANSFERASE 10|adenosine phosphate isopentenyltransferase 10|isopentenyltransferase 10,LOC_Os06g51350. AB239807.,GO:0016740|GO:0005524|GO:0009691|GO:0008033
osa,Os08g0429800|LOC_Os08g33300.1|CYP735A3|cytochrome 450 735A3,LOC_Os08g33300. cytokinin (CK) transhydroxylase.,GO:0009414|GO:0016021|GO:0009409|TO:0000303|TO:0000276
osa,Os09g0403300|LOC_Os09g23820.1|CYP735A4|OsCYP735A4|cytochrome 450 735A4,LOC_Os09g23820. cytokinin (CK) transhydroxylase.,GO:0005506|GO:0009409|GO:0009414|GO:0020037|GO:0004497|GO:0016705|TO:0000303|TO:0000276
osa,"Os01g0708500|LOC_Os01g51210.2, LOC_Os01g51210.1|LOGL1|LONELY GUY LIKE PHOSPHORIBOHYDROLASE 1|LOG LIKE phosphoribohydrolase 1|LOG LIKE 1",Q8LR50.,GO:0009691|GO:0016799
osa,Os02g0628000|LOC_Os02g41770.1|LOGL2|LONELY GUY LIKE PHOSPHORIBOHYDROLASE 2|LOG LIKE phosphoribohydrolase 2|LOG LIKE 2,B9F166.,GO:0016799|GO:0009691
osa,"Os03g0109300|LOC_Os03g01880.2, LOC_Os03g01880.1|LOGL3|LONELY GUY LIKE PHOSPHORIBOHYDROLASE 3|LOG LIKE phosphoribohydrolase 3|LOG LIKE 3",Q8H7U8.,GO:0016799|GO:0009691
osa,Os03g0697200|LOC_Os03g49050.1|LOGL4|LONELY GUY LIKE PHOSPHORIBOHYDROLASE 4|LOG LIKE phosphoribohydrolase 4|LOG LIKE 4,Q851C7.,GO:0016799|GO:0009691
osa,Os03g0857900|LOC_Os03g64070.1|LOGL5|LONELY GUY LIKE PHOSPHORIBOHYDROLASE 5|LOG LIKE phosphoribohydrolase 5|LOG LIKE 5|LOG-LIKE 5,Q84M85. LOC_Os03g64070.,GO:0080037|GO:0016799|GO:0009691
osa,Os04g0518800|LOC_Os04g43840.1|LABA1|LOGL6|OsLOGL6|An-2|LONG AND BARBED AWN 1|LOG LIKE phosphoribohydrolase 6|LOG LIKE 6|LOG-like 6|Lonely Guy Like protein 6|long and barbed awn 1|Awn-2,"Q0JBP5. a cytokinin-activating enzyme. a cytokinin riboside 5'-monophosphate phosphoribohydrolase. a homolog of rice LONELY GUY (LOG). KR703211, KR703212 (O. rufipogon).",GO:0009691|GO:0005634|GO:0005829|GO:0009821|GO:0080038|GO:0016799|TO:0000396|TO:0002660|TO:0000072|TO:0002718|TO:0002759|TO:0000346
osa,"Os05g0541200|LOC_Os05g46360.3, LOC_Os05g46360.2, LOC_Os05g46360.1|LOGL7|LONELY GUY LIKE PHOSPHORIBOHYDROLASE 7|LOG LIKE phosphoribohydrolase 7|LOG LIKE 7",Q5TKP8.,GO:0009691|GO:0016799
osa,"Os05g0591600|LOC_Os05g51390.2, LOC_Os05g51390.1|LOGL8|LONELY GUY LIKE PHOSPHORIBOHYDROLASE 8|LOG LIKE phosphoribohydrolase 8|LOG LIKE 8",Q0DFG8.,GO:0016799|GO:0009691
osa,Os09g0547500|LOC_Os09g37540.1|LOGL9|LONELY GUY LIKE PHOSPHORIBOHYDROLASE 9|LOG LIKE phosphoribohydrolase 9|LOG LIKE 9|OsLDC-like 1|lysine decarboxylase-like 1,B7E7M8.,GO:0016799|GO:0009691
osa,Os10g0479500|LOC_Os10g33900.1|LOGL10|LONELY GUY LIKE PHOSPHORIBOHYDROLASE 10|LOG LIKE phosphoribohydrolase 10|LOG LIKE 10,Q7XDB8.,GO:0016799|GO:0009691
osa,"Os02g0820900|LOC_Os02g57530.4, LOC_Os02g57530.3, LOC_Os02g57530.2, LOC_Os02g57530.1|ETR3|OsETR3|OsERS4|OS-ETR3|OsETR3a|OsETR3b|PK2|OsPK2|ETHYLENE RESPONSE 3",ethylene receptor. AY434735. AF420318.  LOC_Os02g57530.,GO:0006355|GO:0018106|GO:0016020|GO:0005524|GO:0000156|GO:0000155|GO:0009723|GO:0048573|TO:0002616|TO:0000173|TO:0000137
osa,"Os03g0701700|LOC_Os03g49500.2, LOC_Os03g49500.1|ERS1|OS-ERS1|OsERS1|OsERS1a|OsERS1b|OSERS|ETHYLENE RECEPTOR|ethylene responsive factor|ethylene response sensor 1","ethylene receptor. AY043031, AF013979. LOC_Os03g49500.",GO:0009723|GO:0000155|GO:0018106|GO:0005524|TO:0000173
osa,"Os05g0155200|LOC_Os05g06320.3, LOC_Os05g06320.2|ERS2|OS-ERS2|OsERS2|OsERS2a|OsERS2b|OsERS2c|ETHYLENE RECEPTOR",ethylene receptor. AF460181. LOC_Os05g06320.,GO:0000155|GO:0018106|GO:0005524
osa,OsMYB2P-1|MYB2 phosphate-responsive gene 1,An R2R3 MYB transcription factor  phosphate content,
osa,Os01g0838350|PI1|OsIPS2|IPS2|OsPI1|PHOSPHATE-LIMITATION INDUCIBLE GENE 1|Oryza sativa Phosphate-limitation Inducible Gene 1|induced by phosphate starvation 2|phosphate starvation 2,BI796836 C19881 AU162218 TPSI1Mt4 family gene A phosphorus starvation induced gene OsIPS2  phosphate content TO0020098 nitrate sensitivity,GO:0010167|GO:0042594|TO:0000102
osa,MIR399A|OsmiR399a|osa-miR399a|osa-MIR399a|Os-miR399a|miR399a|MICRORNA399A|microRNA399a|osa-miRNA399a,miRBASE accession: MI0001053. predicted target(s): Pho2. miR399 was upregulated by phosphate starvation.(Jeong et al. 2011) HM139902-HM139922.LM379297,GO:0006379|GO:0051365|GO:0010106|GO:0016036|GO:0016442|GO:0035068|GO:0035195
osa,OsSQD|UDP-sulfoquinovose synthase,,
osa,Os06g0603600|LOC_Os06g40120.1|OsSPX1|SPX1|SPX (SYG/PHO81/XPR1) domain gene 1,LOCOs06g40120 Q69XJ0  phosphate content Pi signaling pathway TO0020098 nitrate sensitivity,GO:0005634|GO:0016036|GO:0070417|GO:0080040|GO:0010167|GO:0042594|TO:0002688|TO:0002657|TO:0000303|TO:0000102|TO:0000206
osa,MIR399D|OsmiR399d|osa-miR399d|osa-MIR399d|Os-miR399d|miR399d|MICRORNA399D|microRNA399d|osa-miRNA399d,miRBASE accession MI0001056 miR399 was upregulated by phosphate starvationJeong et al 2011 HM139923HM139967 O sativa O rufipogon O barthii  cellular response to calcium ion starvationLM379300,GO:0016036|GO:0006379|GO:0035195|GO:0016442|GO:0035068|GO:0051365|GO:0010106
osa,Os02g0570500|LOC_Os02g36150.1|CYP71Z6|Oscyp71Z6|P-450 71Z6|Cytochrome P450 71Z6,a phytocassane biosynthetic gene A3A871  entisokaurene C2hydroxylase activity,GO:0016021|GO:0020037|GO:0005506|GO:0009055|GO:0016102
osa,Os02g0570700|LOC_Os02g36190.1|CYP71Z7|Oscyp71Z7|P-450 71Z7|Cytochrome P450 71Z7,LOCOs02g36190 a phytocassane biosynthetic gene Q6YV88  secondary metabolite biosynthetic process,GO:0016020|GO:0016709|GO:0009411|GO:0016102|GO:0016705|GO:0009055|GO:0005506|GO:0004497|GO:0020037|GO:0055114|GO:0016021|TO:0000160
osa,Os02g0569000|LOC_Os02g36030.1|CYP76M5|P-450 76M5|Cytochrome P450 76M5,a phytocassane biosynthetic gene.,GO:0016705|GO:0020037|GO:0004497|GO:0009055|GO:0005506
