species,unique_gene_identifiers,other_gene_identifiers,gene_models,descriptions,annotations,sources
ath,NFD6|At2g20585,Nuclear Fusion Defective,At2g20585,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,PGD6|At4g05450,Pollen Germination Defective,At4g05450,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,MAA3|At4g15570,Magatama,At4g15570,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,AtRAD51C|At2g45280,RAS Associated with Diabetes,At2g45280,,GO:0007126|PATO:0001236|PATO:0000460,Plant PhenomeNET
ath,AtRAD51C|At2g45280,RAS Associated with Diabetes,At2g45280,,PO:0009062|PATO:0000277|PATO:0000462,Plant PhenomeNET
ath,AtRAD51C|At2g45280,RAS Associated with Diabetes,At2g45280,,PO:0009066|PATO:0001834,Plant PhenomeNET
ath,AtRAD51C|At2g45280,RAS Associated with Diabetes,At2g45280,,PO:0000003|PATO:0001549|CHEBI:27899|EO:0007149,Plant PhenomeNET
ath,AtRAD51C|At2g45280,RAS Associated with Diabetes,At2g45280,,GO:0010332|PATO:0001551|EO:0001022,Plant PhenomeNET
zma,d9|GRMZM2G024973,D9-N2319|dwarf plant9,GRMZM2G024973,,PO:0006354|PATO:0002002|PO:0009066,Plant PhenomeNET
zma,d8|GRMZM2G144744,D8-1|dwarf plant8,GRMZM2G144744,,PO:0006354|PATO:0002002|PO:0009066,Plant PhenomeNET
zma,ig1|GRMZM2G118250,indeterminate gametophyte1,GRMZM2G118250,,PO:0009046|PO:0006309|PATO:0001834,Plant PhenomeNET
ath,CSLD1|At2g33100,Cellulose Synthase Like,At2g33100,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,MGT5|At4g28580,Magnesium Transporter,At4g28580,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,VLN5|At5g57320,Villin,At5g57320,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,WRKY34|At4g26440,WRKY DNA-Binding Protein,At4g26440,,PO:0025280|PATO:0001241|PATO:0000460|EO:0007174,Plant PhenomeNET
ath,CDC2|At3g48750,Cell Division Control,At3g48750,,PO:0009010|PATO:0001241|PATO:0000460,Plant PhenomeNET
ath,FBL17|At3g54650,,At3g54650,,PO:0009010|PATO:0001241|PATO:0000460,Plant PhenomeNET
ath,XRI1|At5g48720,X-Ray Induced Transcript,At5g48720,,PO:0009010|PATO:0001241|PATO:0000460,Plant PhenomeNET
ath,CDC2|At3g48750,Cell Division Control,At3g48750,,PO:0025281|PATO:0002001|PO:0000084,Plant PhenomeNET
ath,FBL17|At3g54650,,At3g54650,,PO:0025281|PATO:0002001|PO:0000084,Plant PhenomeNET
ath,XRI1|At5g48720,X-Ray Induced Transcript,At5g48720,,PO:0025281|PATO:0002001|PO:0000084,Plant PhenomeNET
ath,CDC2|At3g48750,Cell Division Control,At3g48750,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,FBL17|At3g54650,,At3g54650,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,XRI1|At5g48720,X-Ray Induced Transcript,At5g48720,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EMB2781|At1g04950,Embryo Defective,At1g04950,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EMB2719|At1g20200,Embryo Defective,At1g20200,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,PNT1|At5g22130,Peanut,At5g22130,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EMB2781|At1g04950,Embryo Defective,At1g04950,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EMB2719|At1g20200,Embryo Defective,At1g20200,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,PNT1|At5g22130,Peanut,At5g22130,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,AtERDJ2A|At1g79940,,At1g79940,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,TGD8|At3g05000,Pollen Tube Growth Defective,At3g05000,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,PGD8|At3g05770,Pollen Germination Defective,At3g05770,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,TCTP|At3g16640,Translationally Controller Tumor Protein,At3g16640,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,AtERDJ2A|At1g79940,,At1g79940,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,TGD8|At3g05000,Pollen Tube Growth Defective,At3g05000,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,PGD8|At3g05770,Pollen Germination Defective,At3g05770,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,TCTP|At3g16640,Translationally Controller Tumor Protein,At3g16640,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,SETH5|At4g00800,,At4g00800,,PO:0025279|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,SETH5|At4g00800,,At4g00800,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,SETH5|At4g00800,,At4g00800,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,CAM2|At2g41110,Calmodulin,At2g41110,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,CSI1|At2g22125,Cellulose Synthase-Interactive Protein,At2g22125,,PO:0000003|PATO:0000969,Plant PhenomeNET
ath,CSI1|At2g22125,Cellulose Synthase-Interactive Protein,At2g22125,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,CSI1|At2g22125,Cellulose Synthase-Interactive Protein,At2g22125,,PO:0020100|PATO:0000574,Plant PhenomeNET
ath,CSI1|At2g22125,Cellulose Synthase-Interactive Protein,At2g22125,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,CSI1|At2g22125,Cellulose Synthase-Interactive Protein,At2g22125,,PO:0020100|PATO:0000591,Plant PhenomeNET
ath,CSI1|At2g22125,Cellulose Synthase-Interactive Protein,At2g22125,,PO:0025025|PATO:0000591,Plant PhenomeNET
ath,SCP|At3g47870,Sidecar Pollen,At3g47870,,PO:0025281|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,SCP|At3g47870,Sidecar Pollen,At3g47870,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,BLI|At3g23980,Blister,At3g23980,,PO:0009046|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,BLI|At3g23980,Blister,At3g23980,,PO:0020030|PATO:0001928,Plant PhenomeNET
ath,BLI|At3g23980,Blister,At3g23980,,PO:0009025|PATO:0001928,Plant PhenomeNET
ath,BLI|At3g23980,Blister,At3g23980,,GO:0009845|PATO:0000502,Plant PhenomeNET
ath,BLI|At3g23980,Blister,At3g23980,,PO:0000003|PATO:0000969,Plant PhenomeNET
ath,BLI|At3g23980,Blister,At3g23980,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,BLI|At3g23980,Blister,At3g23980,,GO:0040007|PATO:0000911,Plant PhenomeNET
ath,BLI|At3g23980,Blister,At3g23980,,PO:0009025|PATO:0000587,Plant PhenomeNET
ath,SUC1|At1g71880,Sucrose-Proton Symporter,At1g71880,,PO:0000003|PATO:0001163|CHEBI:38697|EO:0001010,Plant PhenomeNET
ath,SUC1|At1g71880,Sucrose-Proton Symporter,At1g71880,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,VGD1|At2g47040,Vanguard,At2g47040,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,PAO3|At3g59050,Polyamine Oxidase,At3g59050,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,VGD1|At2g47040,Vanguard,At2g47040,,PO:0000003|PATO:0001834,Plant PhenomeNET
ath,PAO3|At3g59050,Polyamine Oxidase,At3g59050,,PO:0000003|PATO:0001834,Plant PhenomeNET
ath,TIP1|At5g20350,Tip Growth Defective,At5g20350,,GO:0035618|PATO:0000402,Plant PhenomeNET
ath,TIP1|At5g20350,Tip Growth Defective,At5g20350,,GO:0010149|PATO:0000694,Plant PhenomeNET
ath,TIP1|At5g20350,Tip Growth Defective,At5g20350,,GO:0010228|PATO:0000502,Plant PhenomeNET
ath,TIP1|At5g20350,Tip Growth Defective,At5g20350,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,TIP1|At5g20350,Tip Growth Defective,At5g20350,,PO:0009066|PATO:0001834,Plant PhenomeNET
ath,TIP1|At5g20350,Tip Growth Defective,At5g20350,,PO:0000003|PATO:0000969,Plant PhenomeNET
ath,TIP1|At5g20350,Tip Growth Defective,At5g20350,,GO:0035618|PATO:0000574,Plant PhenomeNET
ath,TIP1|At5g20350,Tip Growth Defective,At5g20350,,PO:0025022|PATO:0000587,Plant PhenomeNET
ath,AtERdj3A|At3g08970,,At3g08970,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,AtERdj3A|At3g08970,,At3g08970,,PO:0009066|PATO:0001834,Plant PhenomeNET
ath,AtERdj3A|At3g08970,,At3g08970,,PO:0009066|PATO:0001834|EO:0007319,Plant PhenomeNET
ath,ALA3|At1g59820,Aminophospholipid ATPase,At1g59820,,GO:0010091|PATO:0001236|PATO:0000460,Plant PhenomeNET
ath,ALA3|At1g59820,Aminophospholipid ATPase,At1g59820,,GO:0035618|PATO:0000573,Plant PhenomeNET
ath,ALA3|At1g59820,Aminophospholipid ATPase,At1g59820,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,ALA3|At1g59820,Aminophospholipid ATPase,At1g59820,,PO:0020127|PATO:0000574,Plant PhenomeNET
ath,SHD|At4g24190,Shepherd,At4g24190,,PO:0009046|PATO:0002002|PO:0009030,Plant PhenomeNET
ath,SHD|At4g24190,Shepherd,At4g24190,,PO:0025025|PATO:0002002|PO:0020121,Plant PhenomeNET
ath,SHD|At4g24190,Shepherd,At4g24190,,PO:0020148|PATO:0000586,Plant PhenomeNET
ath,SHD|At4g24190,Shepherd,At4g24190,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,SHD|At4g24190,Shepherd,At4g24190,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,SHD|At4g24190,Shepherd,At4g24190,,PO:0009062|PATO:0000591,Plant PhenomeNET
ath,EXO70C1|At5g13150,Exocyst Subunit,At5g13150,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,EXO70C1|At5g13150,Exocyst Subunit,At5g13150,,PO:0000003|PATO:0001834,Plant PhenomeNET
ath,EXO70C1|At5g13150,Exocyst Subunit,At5g13150,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,EXO70C1|At5g13150,Exocyst Subunit,At5g13150,,GO:0040007|PATO:0000911,Plant PhenomeNET
ath,AteIF3f|At2g39990,Eukaryotic Translation Initiation Factor,At2g39990,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,AtNMNAT|At5g55810,Nicotinate/Nicotinamide Mononucleotide Adenyltransferase,At5g55810,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,AteIF3f|At2g39990,Eukaryotic Translation Initiation Factor,At2g39990,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,AtNMNAT|At5g55810,Nicotinate/Nicotinamide Mononucleotide Adenyltransferase,At5g55810,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,HAP1|At1g02140,Hapless,At1g02140,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,VPS52|At1g71270,Vacuolar Sorting Protein,At1g71270,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,AtSPP|At2g03120,Signal Peptide Peptidase,At2g03120,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,SETH1|At2g34680,,At2g34680,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,SETH2|At3g45100,,At3g45100,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,HAP2|At4g11720,Hapless,At4g11720,,PO:0025280|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,HAP1|At1g02140,Hapless,At1g02140,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,VPS52|At1g71270,Vacuolar Sorting Protein,At1g71270,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,AtSPP|At2g03120,Signal Peptide Peptidase,At2g03120,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,SETH1|At2g34680,,At2g34680,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,SETH2|At3g45100,,At3g45100,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,HAP2|At4g11720,Hapless,At4g11720,,PO:0009009|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,OPR3|At2g06050,Oxophytodienoate Reductase,At2g06050,,PO:0009066|PATO:0001834,Plant PhenomeNET
ath,MS2|At3g11980,Male Sterile,At3g11980,,PO:0009066|PATO:0001834,Plant PhenomeNET
ath,FKP1|At4g11820,Flaky Pollen,At4g11820,,PO:0009066|PATO:0001834,Plant PhenomeNET
ath,MS5|At4g20900,Male Sterile,At4g20900,,PO:0009066|PATO:0001834,Plant PhenomeNET
ath,MS1|At5g22260,Male Sterile,At5g22260,,PO:0009066|PATO:0001834,Plant PhenomeNET
ath,AOS|At5g42650,Allene Oxide Synthase,At5g42650,,PO:0009066|PATO:0001834,Plant PhenomeNET
ath,DYT1|At4g21330,Dysfunctional Tapetum,At4g21330,,PO:0009066|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,DYT1|At4g21330,Dysfunctional Tapetum,At4g21330,,PO:0009066|PATO:0001834,Plant PhenomeNET
ath,AtMYB26|At3g13890,MYB Domain Protein,At3g13890,,GO:0009901|PATO:0002052,Plant PhenomeNET
ath,AtMYB26|At3g13890,MYB Domain Protein,At3g13890,,PO:0009066|PATO:0001834,Plant PhenomeNET
ath,TDF1|At3g28470,Defective in Tapetal Development and Function,At3g28470,,GO:0048653|PATO:0001236|PATO:0000460,Plant PhenomeNET
ath,TDF1|At3g28470,Defective in Tapetal Development and Function,At3g28470,,GO:0009555|PATO:0002052,Plant PhenomeNET
ath,TDF1|At3g28470,Defective in Tapetal Development and Function,At3g28470,,PO:0009066|PATO:0001834,Plant PhenomeNET
ath,AtMYB103|At5g56110,MYB Domain Protein,At5g56110,,PO:0020008|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,AtMYB103|At5g56110,MYB Domain Protein,At5g56110,,PO:0009066|PATO:0001834,Plant PhenomeNET
osa,TDR|Os02g0120500,Tapetum Degeneration Retardation,Os02g0120500,,PO:0000003|PATO:0000890|PO:0028002,Plant PhenomeNET
osa,TDR|Os02g0120500,Tapetum Degeneration Retardation,Os02g0120500,,GO:0048443|PATO:0001236|PATO:0000460|PO:0028002,Plant PhenomeNET
ath,COI1|At2g39940,Coronatine Insensitive,At2g39940,,GO:0009611|PATO:0001236|PATO:0000460|EO:0007373,Plant PhenomeNET
ath,COI1|At2g39940,Coronatine Insensitive,At2g39940,,PO:0000003|PATO:0000513|CHEBI:58431|EO:0007189,Plant PhenomeNET
ath,COI1|At2g39940,Coronatine Insensitive,At2g39940,,PO:0009066|PATO:0001834,Plant PhenomeNET
ath,ASK1|At1g75950,Arabidopsis SKP1-Like,At1g75950,,GO:0000712|PATO:0001236|PATO:0000460,Plant PhenomeNET
ath,ASK1|At1g75950,Arabidopsis SKP1-Like,At1g75950,,PO:0009066|PATO:0001834,Plant PhenomeNET
ath,APT1|At1g27450,Adenine Phosphoribosyl Transferase,At1g27450,,PO:0009066|PATO:0001834,Plant PhenomeNET
ath,APT1|At1g27450,Adenine Phosphoribosyl Transferase,At1g27450,,PO:0000003|PATO:0001178|CHEBI:38001|EO:0007189,Plant PhenomeNET
ath,MMD1|At1g66170,Male Meiocyte Death,At1g66170,,PO:0009046|PATO:0002001|PO:0009029,Plant PhenomeNET
ath,MMD1|At1g66170,Male Meiocyte Death,At1g66170,,PO:0009066|PATO:0001834,Plant PhenomeNET
ath,MMD1|At1g66170,Male Meiocyte Death,At1g66170,,PO:0009067|PATO:0000574,Plant PhenomeNET
ath,ALE2|At2g20300,Abnormal Leaf Shape,At2g20300,,PO:0009062|PATO:0000277|PATO:0000462,Plant PhenomeNET
ath,ALE2|At2g20300,Abnormal Leaf Shape,At2g20300,,PO:0009025|PATO:0000642,Plant PhenomeNET
ath,ALE2|At2g20300,Abnormal Leaf Shape,At2g20300,,PO:0009025|PATO:0000646,Plant PhenomeNET
zma,bt1|GRMZM2G144081,bt1|brittle endosperm1,GRMZM2G144081,,PO:0009001|PATO:0001478,Plant PhenomeNET
zma,bt1|GRMZM2G144081,bt1|brittle endosperm1,GRMZM2G144081,,PO:0009001|PATO:0001977,Plant PhenomeNET
zma,bt1|GRMZM2G144081,bt1|brittle endosperm1,GRMZM2G144081,,PO:0009001|PATO:0000141|PATO:0000460,Plant PhenomeNET
zma,dlf1|GRMZM2G067921,delayed flowering1,GRMZM2G067921,,PO:0000003|PATO:0000570,Plant PhenomeNET
zma,dlf1|GRMZM2G067921,delayed flowering1,GRMZM2G067921,,GO:0009908|PATO:0000502,Plant PhenomeNET
zma,dlf1|GRMZM2G067921,delayed flowering1,GRMZM2G067921,,PO:0009006|PATO:0002002|PO:0020141,Plant PhenomeNET
ath,DSO4|At1g17840,Desperado,At1g17840,,PO:0000022|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,DSO4|At1g17840,Desperado,At1g17840,,PO:0000036|PATO:0000060|PATO:0000460,Plant PhenomeNET
ath,DSO4|At1g17840,Desperado,At1g17840,,PO:0009006|PATO:0002002|PO:0025073,Plant PhenomeNET
ath,DSO4|At1g17840,Desperado,At1g17840,,PO:0000014|PATO:0000646,Plant PhenomeNET
ath,DSO4|At1g17840,Desperado,At1g17840,,PO:0020122|PATO:0000574,Plant PhenomeNET
ath,DSO4|At1g17840,Desperado,At1g17840,,PO:0020122|PATO:0000592,Plant PhenomeNET
ath,DSO4|At1g17840,Desperado,At1g17840,,PO:0000014|PATO:0001444,Plant PhenomeNET
zma,mac1|GRMZM2G027522,mac1-1|multiple archesporial cells1,GRMZM2G027522,,PO:0009066|PATO:0002002|PO:0030056,Plant PhenomeNET
zma,mac1|GRMZM2G027522,mac1-1|multiple archesporial cells1,GRMZM2G027522,,PO:0020003|PATO:0002002|PO:0030056,Plant PhenomeNET
zma,mac1|GRMZM2G027522,mac1-1|multiple archesporial cells1,GRMZM2G027522,,GO:0019953|PATO:0002302,Plant PhenomeNET
zma,mac1|GRMZM2G027522,mac1-1|multiple archesporial cells1,GRMZM2G027522,,PO:0009046|PATO:0000956,Plant PhenomeNET
mtr,ANS|Medtr5g011250,Anthocyanidin synthase,Medtr5g011250,,PO:0025034|PATO:0001163|CHEBI:38697,Plant PhenomeNET
mtr,ANS|Medtr5g011250,Anthocyanidin synthase,Medtr5g011250,,PO:0009010|PATO:0001163|CHEBI:26267,Plant PhenomeNET
mtr,MtAOC|CAI29046.1,Allene-oxide cyclase,,,PO:0009005|PATO:0001163|CHEBI:18292,Plant PhenomeNET
mtr,MtAOC|CAI29046.1,Allene-oxide cyclase,,,GO:0036377|PATO:0000502|EO:0007233,Plant PhenomeNET
mtr,MtAOC|CAI29046.1,Allene-oxide cyclase,,,PO:0025025||PATO:0002001|GO:0085041|EO:0007233,Plant PhenomeNET
mtr,MtAOC|CAI29046.1,Allene-oxide cyclase,,,GO:0085041|PATO:0000051|PATO:0000461|EO:0007233,Plant PhenomeNET
mtr,chitIII-3|Medtr8g055940,class III chitinase,Medtr8g055940,,GO:0009847|PATO:0002051|EO:0007233,Plant PhenomeNET
mtr,chitIII-3|Medtr8g055940,class III chitinase,Medtr8g055940,,PO:0025025||PATO:0002051|GO:0036377|EO:0007233,Plant PhenomeNET
mtr,chitIII-3|Medtr8g055940,class III chitinase,Medtr8g055940,,GO:0001410|PATO:0002051|EO:0007233,Plant PhenomeNET
mtr,FTc|Medtr7g085040,FLOWERING LOCUS T c,Medtr7g085040,,GO:0009908|PATO:0001236|PATO:0000461|EO:0007199,Plant PhenomeNET
ath,SIM|At5g04470,Siamese,At5g04470,,PO:0000282|PATO:0001993,Plant PhenomeNET
zma,sal1|GRMZM2G117935,supernumerary aleurone1,GRMZM2G117935,,PO:0009089|PATO:0002002|PO:0005360,Plant PhenomeNET
zma,lg3|GRMZM2G087741,Mulig|liguleless3,GRMZM2G087741,,PO:0020104|PATO:0002002|PO:0020105,Plant PhenomeNET
zma,si1|GRMZM2G139073,si|silky1,GRMZM2G139073,,PO:0006354|PATO:0002002|PO:0009074,Plant PhenomeNET
zma,si1|GRMZM2G139073,si|silky1,GRMZM2G139073,,PO:0006309|PATO:0002002|PO:0009074,Plant PhenomeNET
zma,bde1|GRMZM2G160565,bde1-5267|bearded-ear1,GRMZM2G160565,,PO:0006354|PATO:0002002|PO:0009074,Plant PhenomeNET
zma,bde1|GRMZM2G160565,bde1-5267|bearded-ear1,GRMZM2G160565,,PO:0006309|PATO:0002002|PO:0009074,Plant PhenomeNET
zma,gn1|GRMZM2G452178,Gn1-R|gnarley1,GRMZM2G452178,,PO:0006354|PATO:0002002|PO:0009074,Plant PhenomeNET
zma,gn1|GRMZM2G452178,Gn1-R|gnarley1,GRMZM2G452178,,PO:0006309|PATO:0002002|PO:0009074,Plant PhenomeNET
mtr,SGL1|Medtr3g098560,single leaflet1,Medtr3g098560,,PO:0009046|PATO:0000642,Plant PhenomeNET
mtr,SGL1|Medtr3g098560,single leaflet1,Medtr3g098560,,GO:0009965|PATO:0001558|GO:0060777,Plant PhenomeNET
mtr,SGL1|Medtr3g098560,single leaflet1,Medtr3g098560,,PO:0020038|PATO:0000574,Plant PhenomeNET
osa,MSP1|Os01g0917500,MULTIPLE SPOROCYTE 1,Os01g0917500,,PO:0000003|PATO:0002002|PO:0006204|PO:0007624,Plant PhenomeNET
osa,MSP1|Os01g0917500,MULTIPLE SPOROCYTE 1,Os01g0917500,,PO:0000002|PATO:0000613|PO:0007624,Plant PhenomeNET
osa,MSP1|Os01g0917500,MULTIPLE SPOROCYTE 1,Os01g0917500,,PO:0000003|PATO:0002000|PO:0025313|PO:0007624,Plant PhenomeNET
osa,MSP1|Os01g0917500,MULTIPLE SPOROCYTE 1,Os01g0917500,,GO:0010480|PATO:0000297|PO:0007624,Plant PhenomeNET
osa,MSP1|Os01g0917500,MULTIPLE SPOROCYTE 1,Os01g0917500,,PO:0000003|PATO:0000890|PO:0007624,Plant PhenomeNET
gmx,Ln|Glyma20g25000,GmJagged1,,,PO:0020049|PATO:0000599,Plant PhenomeNET
ath,AN3|At5g28640,Angustifolia,At5g28640,,PO:0025022|PATO:0002002|PO:0000014,Plant PhenomeNET
ath,AN3|At5g28640,Angustifolia,At5g28640,,PO:0020030|PATO:0000599,Plant PhenomeNET
ath,AN3|At5g28640,Angustifolia,At5g28640,,PO:0009025|PATO:0000599,Plant PhenomeNET
ath,AN3|At5g28640,Angustifolia,At5g28640,,PO:0009032|PATO:0000599,Plant PhenomeNET
zma,cg1|GRMZM2G022489,Cg1|corngrass1,GRMZM2G022489,,PO:0009025|PATO:0000599,Plant PhenomeNET
zma,cg1|GRMZM2G022489,Cg1|corngrass1,GRMZM2G022489,,PO:0000003|PATO:0002002|PO:0005001,Plant PhenomeNET
zma,cg1|GRMZM2G022489,Cg1|corngrass1,GRMZM2G022489,,PO:0020136|PATO:0000587,Plant PhenomeNET
zma,cg1|GRMZM2G022489,Cg1|corngrass1,GRMZM2G022489,,PO:0020126|PATO:0000587,Plant PhenomeNET
zma,cg1|GRMZM2G022489,Cg1|corngrass1,GRMZM2G022489,,PO:0009049|PATO:0002002|PO:0009025,Plant PhenomeNET
ath,LUG|At4g32551,Leunig,At4g32551,,GO:0010093|PATO:0001236|PATO:0000460,Plant PhenomeNET
ath,LUG|At4g32551,Leunig,At4g32551,,PO:0009025|PATO:0000599,Plant PhenomeNET
ath,AN|At1g01510,Angustifolia,At1g01510,,PO:0025395|PATO:0000599,Plant PhenomeNET
ath,AN|At1g01510,Angustifolia,At1g01510,,PO:0009025|PATO:0000599,Plant PhenomeNET
ath,AN|At1g01510,Angustifolia,At1g01510,,PO:0025395|PATO:0001154,Plant PhenomeNET
ath,AN|At1g01510,Angustifolia,At1g01510,,PO:0009001|PATO:0002445,Plant PhenomeNET
ath,RPL4A|At5g02870,Ribosomal Protein L4A,At5g02870,,PO:0000003|PATO:0000969,Plant PhenomeNET
ath,RPL4A|At5g02870,Ribosomal Protein L4A,At5g02870,,GO:0010228|PATO:0000502,Plant PhenomeNET
ath,RPL4A|At5g02870,Ribosomal Protein L4A,At5g02870,,PO:0006339|PATO:0000599,Plant PhenomeNET
ath,RPL4A|At5g02870,Ribosomal Protein L4A,At5g02870,,PO:0006339|PATO:0002258,Plant PhenomeNET
ath,RPL4A|At5g02870,Ribosomal Protein L4A,At5g02870,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,PFL2|At4g00100,Pointed First Leaves,At4g00100,,PO:0000282|PATO:0002009|PATO:0000460,Plant PhenomeNET
ath,PFL2|At4g00100,Pointed First Leaves,At4g00100,,PO:0000003|PATO:0002001|PO:0000282,Plant PhenomeNET
ath,PFL2|At4g00100,Pointed First Leaves,At4g00100,,GO:0010228|PATO:0000502|EO:0007162,Plant PhenomeNET
ath,PFL2|At4g00100,Pointed First Leaves,At4g00100,,PO:0006339|PATO:0000599,Plant PhenomeNET
ath,PFL2|At4g00100,Pointed First Leaves,At4g00100,,PO:0006339|PATO:0002258,Plant PhenomeNET
ath,PFL2|At4g00100,Pointed First Leaves,At4g00100,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,PARL1|At1g48920,Parallel,At1g48920,,PO:0000035|PATO:0000060|PATO:0000460,Plant PhenomeNET
ath,PARL1|At1g48920,Parallel,At1g48920,,PO:0000036|PATO:0000060|PATO:0000460,Plant PhenomeNET
ath,PARL1|At1g48920,Parallel,At1g48920,,PO:0000054|PATO:0000060|PATO:0000460,Plant PhenomeNET
ath,PARL1|At1g48920,Parallel,At1g48920,,PO:0004723|PATO:0000060|PATO:0000460,Plant PhenomeNET
ath,PARL1|At1g48920,Parallel,At1g48920,,PO:0009006|PATO:0002002|PO:0025073,Plant PhenomeNET
ath,PARL1|At1g48920,Parallel,At1g48920,,PO:0020030|PATO:0000599,Plant PhenomeNET
ath,PARL1|At1g48920,Parallel,At1g48920,,PO:0009025|PATO:0000599,Plant PhenomeNET
ath,PARL1|At1g48920,Parallel,At1g48920,,PO:0000003|PATO:0001834,Plant PhenomeNET
ath,PARL1|At1g48920,Parallel,At1g48920,,PO:0000003|PATO:0000969,Plant PhenomeNET
ath,PARL1|At1g48920,Parallel,At1g48920,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,PARL1|At1g48920,Parallel,At1g48920,,PO:0020030|PATO:0000587,Plant PhenomeNET
ath,PARL1|At1g48920,Parallel,At1g48920,,PO:0009025|PATO:0000587,Plant PhenomeNET
ath,ACD1|At3g44880,Accelerated Cell Death,At3g44880,,PO:0000003|PATO:0000647,Plant PhenomeNET
ath,ACD2|At4g37000,Accelerated Cell Death,At4g37000,,PO:0000003|PATO:0000647,Plant PhenomeNET
ath,ETO1|At3g51770,Ethylene Overproducer,At3g51770,,PO:0000003|PATO:0000647|EO:0001021,Plant PhenomeNET
