species,group_ids,gene_identifiers
ath,V,At2g41670|SIN2|Short Integuments
ath,V,At2g41680|NTRC|NADPH-Dependent Thioredoxin Reductase
ath,S,At2g41720|EMB2654|Embryo Defective
ath,P,At2g41850|ADPG2|PGAZAT|Arabidopsis Dehiscence Zone Polygalacturonase
ath,C,At2g41940|ZFP8|Zinc Finger Protein
ath,L,At2g42160|BRIZ1|BRAP2 RING ZnUBP Domain-Containing Protein
ath,V,At2g42200|SPL9|Squamosa Promoter Binding Protein-Like
ath,C,At2g42260|UVI4|UV-B-Insensitive
ath,R,At2g42380|bZIP34
ath,V,At2g42430|LBD16|ASL18|Lateral Organ Boundaries-Domain
ath,C,At2g42580|TTL3|VIT|Tetratricopetide-Repeat Thioredoxin-Like
ath,V,At2g42620|ORE9|MAX2|PPS|Oresara
ath,V,At2g42870|PAR1|HLH1|PHY Rapidly Regulated
ath,P,At2g43010|SRL2|PIF4|Short Hypocotyl in Red Light
ath,G,At2g43040|NPG1|No Pollen Germination
ath,G,At2g43090|AtLeuD3|Leucine
ath,P,At2g43350|ATGPX3|Glutathione Peroxidase
ath,S,At2g43360|BIO2|EMB49|Biotin Auxotroph
ath,R,At2g43400|ETFQO|Electron-Transfer Flavoprotein:Ubiquinone Oxidoreductase
ath,T,At2g43410|FPA|Late Flowering
ath,S,At2g43650|EMB2777|EMB2796|UTP3|Embryo Defective
ath,V,At2g43710|SSI2|FAB2|Suppressor of Salicylic Acid Insensitive
ath,H,At2g43790|AtMPK6|MAPK6|Map Kinase
ath,I,At2g43910|HOL1|Harmless to Ozone Layer
ath,T,At2g44170|NMT2|N-Myristoyltransferase
ath,S,At2g44190|EMB3116|EDE1|Embryo Defective
ath,I,At2g44490|PEN2|BGLU26
ath,V,At2g44745|WRKY12|WRKY DNA-Binding Protein
ath,R,At2g44810|DAD1|Defective in Anther Dehiscence
ath,V,At2g44950|HUB1|RDO4|ANG4|Histone Mono-Ubiquitination
ath,V,At2g44990|CCD7|MAX3|Carotenoid Cleavage Dioxygenase
ath,S,At2g45000|EMB2766|SEC31|Embryo Defective
ath,V,At2g45190|FIL|AFO|Filamentous Flower
ath,S,At2g45270|GCP1|Glycoprotease
ath,R,At2g45280|AtRAD51C|RAS Associated with Diabetes
ath,S,At2g45330|EMB1067|Embryo Defective
ath,B,At2g45350|CRR4|Chlororespiratory Reduction
ath,V,At2g45400|BEN1|bri1-5 Enhanced
ath,V,At2g45420|LBD18|ASL20|Lateral Organ Boundaries-Domain
ath,V,At2g45430|AHL22|AT-Hook Motif Nuclear Localized Protein
ath,V,At2g45440|DHDPS2|Dihydrodipicolinate Synthase
ath,T,At2g45660|AGL20|SOC1|Agamous-Like
ath,S,At2g45690|SSE|PEX16|Shrunken Seed
ath,V,At2g45770|cpFtsY
ath,P,At2g45790|PMM|DGR1|Phosphomannomutase
ath,C,At2g45890|RHS11|Root Hair Specific
ath,V,At2g45970|LCR|CYP86A8|Lacerata
ath,G,At2g46020|BRM|CHA2|CHR2|Brahma
ath,V,At2g46240|AtBAG6|BCL-2-Associated Athanogene
ath,P,At2g46340|SPA1|Suppressor of phyA-105
ath,P,At2g46370|FIN219|JAR1|Far-Red Insensitive
ath,C,At2g46410|CPC|Caprice
ath,H,At2g46510|AtAIB|ABA-Inducible bHLH-Type Transcription Factor
ath,V,At2g46590|DAG2|Dof Affecting Germination
ath,H,At2g46720|HIC|KCS13|High Carbon Dioxide
ath,R,At2g46770|ANAC043|NST1|Arabidopsis NAC Domain Containing Protein
ath,P,At2g46790|APRR9|TL1|Arabidopsis Pseudo-Response Regulator
ath,H,At2g46800|MTP1|ZAT1|CDF1
ath,T,At2g46830|CCA1|Circadian Clock Associated
ath,R,At2g46920|POL|Poltergeist
ath,P,At2g46970|PIL1|Phytochrome Interacting Factor 3-Like
ath,B,At2g47000|AtPGP4|ABCB4|MDR4|P-Glycoprotein
ath,G,At2g47040|VGD1|Vanguard
ath,H,At2g47160|BOR1|Requires High Boron
ath,V,At2g47240|LACS1|CER8|Long-Chain Acyl-CoA Synthase
ath,G,At2g47430|CKI1|Cytokinin Independent
ath,V,At2g47450|CAO|CPSRP43|Chaos
ath,B,At2g47460|MYB12|PFG1|MYB Domain Protein
ath,G,At2g47470|UNE5|TED18|PDI11|MEE30|Unfertilized Embryo Sac
ath,G,At2g47510|TGD16|FUM1|Pollen Tube Growth Defective
ath,G,At2g47620|AtSWI3A|Arabidopsis Ortholog of Switch
ath,G,At2g47750|KEN|GH3.9|Kerridwin
ath,B,At2g47760|ALG3|Asparagine-Linked Glycosylation
ath,S,At2g47940|EMB3117|Embryo Defective
ath,L,At2g47980|SCC3|Sister-Chromatid Cohesion Protein
ath,G,At2g47990|SWA1|EDA13|EDA19|Slow Walker
ath,V,At2g48070|RPH1|Resistance to Phytophthora
ath,L,At2g48120|PAC|Pale Cress
ath,V,At3g01020|ISU2
ath,B,At3g01040|GAUT13|Galacturonosyltransferase
ath,I,At3g01080|WRKY58|WRKY DNA-Binding Protein
ath,H,At3g01090|AKIN10|Arabidopsis SNF1 Kinase Homolog\
ath,B,At3g01120|MTO1|CGS1|CYS1|Methionine Overaccumulation
ath,C,At3g01140|NOK|MYB106|NOECK
ath,V,At3g01220|AtHB20|Homeobox Protein
ath,S,At3g01370|AtCFM2|CRM Family Member
ath,B,At3g01440|PQL2|PsbQ-Like
ath,V,At3g01460|MBD9|Methyl-CpG Binding Domain
ath,V,At3g01480|CYP38|Cyclophilin
ath,B,At3g01510|LSF1|Like SEX4
ath,S,At3g01610|EMB1354|CD48C|Embryo Defective
ath,G,At3g01780|TPLATE
ath,R,At3g02000|ROXY1
ath,V,At3g02130|RPK2|TOAD2|Receptor-Like Protein Kinase
ath,H,At3g02140|TMAC2|AFP4|Two or More ABRES-Containing Gene
ath,P,At3g02150|PTF1|TCP13|TFPD|psbD Transcription Factor
ath,V,At3g02260|TIR3|DOC1|BIG|CRM1|UMB1|Transport Inhibitor Response
ath,S,At3g02280|ATR3|Arabidopsis thaliana P450 Reductase
ath,B,At3g02350|GAUT9|Galacturonosyltransferase
ath,H,At3g02410|ICME-LIKE2|Isoprenylcysteine Methylesterase-Like
ath,V,At3g02470|SAMDC|S-Adenosylmethionine Decarboxylase
ath,V,At3g02580|DWF7|BUL|STE1|Dwarf
ath,G,At3g02660|EMB2768|Embryo Defective
ath,H,At3g02680|NBS1|Nijmegen Breakage Syndrome
ath,B,At3g02850|SKOR|Defect in SKOR K+ Channel
ath,B,At3g02870|VTC4|Vitamin C
ath,H,At3g02875|ILR1|IAA-Leucine Resistant
ath,V,At3g02885|GASA5|GAST1 Protein Homolog
ath,C,At3g03050|KJK|CSLD3|Kojak
ath,V,At3g03090|AtVGT1|Vacuolar Glucose Transporter
ath,H,At3g03450|RGL2|RGA-Like
ath,P,At3g03530|NPC4|Non-Specific Phospholipase
ath,V,At3g03630|CS26|Cysteine Synthase
ath,V,At3g03710|PDE326|RIF10|Pigment Defective Embryo
ath,H,At3g04240|SEC|Secret Agent
ath,V,At3g04260|PDE324|PTAC3|Pigment Defective Embryo
ath,S,At3g04340|EMB2458|Embryo Defective
ath,S,At3g04400|EMB2171|Embryo Defective
ath,S,At3g04460|PEX12|APM4|Peroxisomal Protein
ath,L,At3g04520|THA2|Threonine Aldolase
ath,V,At3g04580|EIN4|Ethylene Insensitive
ath,G,At3g04680|CLPS3|CLP1-Similar Protein
ath,V,At3g04740|SWP|MED14|Struwwelpeter
ath,S,At3g04790|EMB3119|Embryo Defective
ath,L,At3g04870|PDE181|SPC1|ZDS|Pigment Defective Embryo
ath,G,At3g05000|TGD8|Pollen Tube Growth Defective
ath,V,At3g05040|HST|HST1|Hasty
ath,H,At3g05200|ATL6|Arabidopsis Toxicos En Levadura
ath,G,At3g05530|RPT5a|Regulatory Particle
ath,V,At3g05630|PLDP2|PDLZ2|Phospholipase D {zeta}
ath,S,At3g05680|EMB2016|Embryo Defective
ath,G,At3g05770|PGD8|Pollen Germination Defective
ath,V,At3g06120|MUTE|Mute
ath,S,At3g06350|EMB3004|MEE32|Embryo Defective
ath,H,At3g06370|NAX4|Na+/H+ Exchanger
ath,G,At3g06400|CHR11|Chromatin Remodeling Factor
ath,S,At3g06430|EMB2750|Embryo Defective
ath,R,At3g06490|MYB108|BOS1|MYB Domain Protein
ath,P,At3g06510|SFR2|Sensitive to freezing
ath,G,At3g06560|PAPS3|Poly(A) Polymerase
ath,L,At3g06730|TRXP|TRXZ|Thioredoxin Putative Plastidic
ath,H,At3g06810|IBR3|IBA-Response
ath,L,At3g06860|MFP2|Multifunctional Protein
ath,V,At3g06910|ELS1|ULP1A|ESD4-Like SUMO Protease
ath,L,At3g06960|PDE320|Pigment Defective Embryo
ath,R,At3g07020|UGT80A2|UDP-Glucose:Sterol Glucosyltransferase
ath,I,At3g07040|RPM1|RPS3|Resistance to P. syringae pv. maculicola
ath,S,At3g07060|EMB1974|Embryo Defective
ath,L,At3g07100|Sec24A|G92|ERMO2
ath,R,At3g07130|PAP15|Purple Acid Phosphatase
ath,G,At3g07160|AtGSL10|Glucan Synthase-Like
ath,S,At3g07430|EMB1990|Embryo Defective
ath,V,At3g07525|ATG10|Autophagy
ath,V,At3g07560|PEX13|APM2|Peroxin
ath,V,At3g07610|IBM1|Increase in Bonsai Methylation
ath,V,At3g07650|COL9|Constans-Like
ath,R,At3g07970|QRT2|Quartet
ath,L,At3g08010|AtAB2|Arabidopsis TAB2
ath,B,At3g08040|FRD3|MAN1|Ferric Reductase Defective
ath,V,At3g08550|KOB1|ABI8|ELD1|Kobito
ath,L,At3g08710|TRXH9|TH9|Thioredoxin
ath,R,At3g08720|S6K2|PK2|PK19|P70 Ribosomal S6 Kinase
ath,S,At3g08850|RAPTOR1|RAPTOR1b|Raptor
ath,S,At3g08950|HCC1|Homolog of the Copper Chaperone SCO1
ath,G,At3g08970|AtERdj3A|TMS1
ath,R,At3g09090|DEX1|Defective in Exine Patterning
ath,V,At3g09150|HY2|GUN3|Elongated Hypocotyl
ath,I,At3g09260|PYK10|PSR3.1|BGLU23
ath,G,At3g09840|CDC48|CDC48A|Cell Division Cycle
ath,S,At3g10220|EMB2804|Embryo Defective
ath,L,At3g10370|SDP6|Sugar Dependent
ath,G,At3g10380|SEC8|Subunit of Exocyst Complex
ath,S,At3g10400|U11/U12-31K
ath,L,At3g10420|SPD1|Seedling Plastid Development
ath,C,At3g10570|CYP77A6|Cytochrome P450
ath,S,At3g10670|AtNAP7|Non-Intrinsic ABC Protein
ath,S,At3g10690|AtGYRA|DNA Gyrase
ath,P,At3g10800|BZIP28
ath,V,At3g10870|MES17|Methyl Esterases
ath,H,At3g10960|AZG1|AZA-Guanine Resistant
ath,H,At3g11050|AtFER2|Ferritin
ath,B,At3g11170|FAD7|FADD|Fatty Acid Desaturase
ath,V,At3g11220|ELO1|ELP4|Elongata
ath,H,At3g11410|PP2CA|AHG3|Protein Phosphatase
ath,B,At3g11430|GPAT5|Glycerol-3-Phosphate Acyltransferase
ath,B,At3g11480|BSMT1
ath,V,At3g11540|SPY|Spindly
ath,V,At3g11670|DGD1|Digalactosyl Diacylglycerol Deficient
ath,I,At3g11820|SYP121|SYR1|PEN1|Syntaxin of Plants
ath,G,At3g11940|AML1|RPS5A|Arabidopsis Minute-Like
ath,R,At3g11980|MS2|FAR2|Male Sterile
ath,S,At3g12080|EMB2738|ENGA|Embryo Defective
ath,P,At3g12120|FAD2|Fatty Acid Desaturase
ath,G,At3g12160|RABA4D|Rab GTPase Homolog
ath,G,At3g12280|Rb|RBR|Retinoblastoma
ath,H,At3g12360|ITN1|Increased Tolerance to NaCl
ath,V,At3g12380|ARP5|Actin Related Protein
ath,C,At3g12400|ELC|ELCH
ath,V,At3g12490|CYS6|CYSB|Phytocystatin
ath,S,At3g12670|EMB2742|Embryo Defective
ath,T,At3g12810|PIE1|Photoperiod-Independent Early Flowering
ath,V,At3g13065|SRF4|Strubbelig-Receptor Family
ath,R,At3g13170|AtSPO11-1
ath,S,At3g13200|EMB2769|CWC15|Embryo Defective
ath,R,At3g13220|ABCG26|WBC27|ATP-Binding Cassette
ath,V,At3g13300|VCS|Varicose
ath,G,At3g13490|OVA5|Ovule Abortion
ath,R,At3g13540|MYB5|MYB Domain Protein
ath,L,At3g13550|COP10|FUS9|CIN4|EMB144|Constitutive Photomorphogenesis
ath,C,At3g13870|RHD3|Root Hair Defective
ath,R,At3g13890|AtMYB26|MS35|MYB Domain Protein
ath,L,At3g14110|FLU|Fluorescent in Blue Light
ath,B,At3g14210|ESM1|Epithiospecifier Modifier
ath,L,At3g14230|AtRAP2.2
ath,V,At3g14270|FAB1B
ath,P,At3g14370|WAG2
ath,H,"At3g14440|NCED3|STO1, SIS7|Nine-Cis-Epoxycarotenoid Dioxygenase"
ath,S,At3g14900|EMB3120|Embryo Defective
ath,V,At3g15150|AtMMS21|HPY2|Methyl Methane Sulfonate Sensitivity
ath,V,At3g15170|CUC1|ANAC054|AtNAC1|Cup-Shaped Cotyledon
ath,V,At3g15390|SDE5|Silencing Defective
ath,I,At3g15500|ANAC055|NAC3|Arabidopsis NAC Domain Containing Protein
ath,P,At3g15620|UVR3|UV Repair Defective
ath,H,At3g15730|PLDA1|Phospholipase
ath,B,At3g15820|ROD1|PDCT|Reduced Oleate Desaturation
ath,B,At3g15850|FAD5|FADB|Fatty Acid Desaturase
ath,C,At3g15950|NAI2
ath,V,At3g15990|SULTR3;4|Sulfate Transporter
ath,S,At3g16290|EMB2083|Embryo Defective
ath,C,At3g16630|KINESIN-13A
ath,G,At3g16640|TCTP|Translationally Controller Tumor Protein
ath,H,At3g16720|ATL2|Arabidopsis Toxicos En Levadura
ath,V,At3g16857|ARR1|Arabidopsis Response Regulator
ath,V,At3g16890|PPR40|Pentatricopeptide (PPR) Domain Protein
ath,H,At3g16910|ACN1|AAE7|Ac Non-Utilizing
ath,H,At3g16950|ptLPD1|LPD1|Lipoamide Dehydrogenase
ath,H,At3g17170|RFC3|Regulator of Fatty-Acid Composition
ath,S,At3g17300|EMB2786|Embryo Defective
ath,B,At3g17390|MTO3|SAMS3|Methionine Over-Accumulation
ath,V,At3g17609|HYH|HY5-Homolog
ath,L,At3g17650|PDE321|YSL5|Pigment Defective Embryo
ath,S,At3g17910|EMB3121|Embryo Defective
ath,S,At3g18110|EMB1270|Embryo Defective
ath,R,"At3g18165|MOS4|Modifier of snc1, 4"
ath,S,At3g18290|EMB2454|BTS|Embryo Defective
ath,S,At3g18390|EMB1865|CRS1|Embryo Defective
ath,B,At3g18440|AtALMT9|Aluminum-Activated Malate Transporter
ath,H,At3g18630|UNG|Uracil DNA Glycosylase
ath,B,At3g18660|GUX1|PGSIP1|Glucuronic Acid Substitution of Xylan
ath,L,At3g18680|DPT1|Defect in PsaA/B Transcript Accumulation
ath,I,At3g18690|MKS1|MAP Kinase Substrate
ath,V,At3g18730|TSK|BRU1|MGO3|Tonsoku
ath,C,At3g18780|ACT2|DER1|ENL2|LSR2|Actin
ath,T,At3g18990|VRN1|REM39|Reduced Vernalization Response
ath,V,"At3g19040|HAF2|TAF1, TAF1b|Histone Acetyltransferase of the TAFII250 Family"
ath,V,At3g19170|PreP1|Presequence Protease
ath,C,At3g19180|CDP1|PARC6|Chloroplast Division Site Positioning
ath,P,At3g19210|AtRAD54|CHR25|Homolog of RAD54
ath,L,At3g19220|CYO1|SCO2|Shi-Yo-U Means Cotyledon in Japanese
ath,L,At3g19570|SCO3|QWRF1|Snowy Cotyledon
ath,H,At3g19580|AZF2|Arabidopsis Zinc Finger Protein
ath,G,At3g19590|Bub3.1
ath,S,At3g19700|IKU2|Haiku
ath,B,At3g19710|BCAT4|Branched-Chain Aminotransferase
ath,C,At3g19720|ARC5|Accumulation and Replication of Chloroplast
ath,S,At3g19770|AtVPS9A|Vacuolar Protein Sorting
ath,V,At3g19820|DWF1|DIM|CBB1|EVE1|Dwarf
ath,S,At3g19980|EMB2736|Embryo Defective
ath,S,At3g20070|TTN9|Titan
ath,V,At3g20320|TGD2|Trigalactosyldiacylglycerol
ath,S,At3g20400|EMB2743|Embryo Defective
ath,S,At3g20440|EMB2729|BE1|Embryo Defective
ath,V,At3g20470|GRP5|Glycine Rich Protein
ath,R,At3g20475|MSH5|MUTS-Homologue
ath,V,At3g20550|DDL|Dawdle
ath,I,At3g20600|NDR1|Non Race-Specific Disease Resistance
ath,S,At3g20630|TTN6|PER1|UBP14|Titan
ath,S,At3g20740|FIE|FIS3|Fertilization Independent Endosperm
ath,H,At3g20770|EIN3|Ethylene Insensitive
ath,L,At3g20780|BIN3|TOP6B|HYP6|RHL3|Brassinosteroid Insensitive
ath,T,At3g20810|JMJ30|JMJD5|Jumonji Domain Containing
ath,V,At3g20840|PLT1|Plethora
ath,H,At3g20870|ZTP29|Zinc Transporter
ath,V,At3g21070|NADK1|NAD Kinase
ath,P,At3g21150
ath,V,At3g21200|PGR7|Proton Gradient Regulation
ath,B,At3g21560|UGT84A2|BRT1|UDP-Glucosyl Transferase
ath,I,At3g21630|CERK1|LysM RLK1|Chitin Elicitor Receptor Kinase
ath,V,At3g21640|UCU2|TWD1|Ultracurvata
ath,P,At3g22170|FHY3|Far-Red Elongated Hypocotyls
ath,G,At3g22200|POP2|GABA-T|HER1|Pollen-Pistil Incompatibility
ath,H,At3g22370|AOX1A|Alternative Oxidase
ath,V,At3g22380|TIC|Time for Coffee
ath,V,At3g22400|LOX5|Lipoxygenase
ath,T,At3g22590|CDC73|PHP|Cell Division Cycle
ath,B,At3g22680|RDM1|RNA-Directed DNA Methylation
ath,R,At3g22780|TSO1|Tso
ath,R,At3g22880|DMC1|ARLIM15|Homolog of Yeast DMC 1
ath,V,At3g22942|AGG2|G-Protein Gamma Subunit
ath,V,At3g22990|LFR|Leaf and Flower Related
ath,V,At3g23050|AXR2|IAA7|Auxin Resistant
ath,S,At3g23110|EMB2800|AtRLP37|Embryo Defective
ath,R,At3g23130|SUP|FLO10|FON1|Superman
ath,C,At3g23150|ETR2|Ethylene Receptor
ath,H,At3g23400|FIB4|Fibrillin
ath,B,At3g23430|PHO1|Low Inorganic Phosphate
ath,G,At3g23440|EDA6|MEE46|Embryo Sac Development Arrest
ath,H,At3g23560|ALF5|Aberrant Lateral Root Formation
ath,C,At3g23820|GAE6|UDP-D-Glucuronate 4-Epimerase
ath,G,At3g23980|BLI|KOS1|Blister
ath,V,At3g24140|FAMA
ath,B,At3g24220|NCED6|Nine-Cis-Epoxycarotenoid Dioxygenase
ath,R,At3g24260|3-Sep|AGL9|Sepallata
ath,V,At3g24320|MSH1|CHM1|MUTL Protein Homolog
ath,S,At3g24560|RSY3|Raspberry
ath,L,At3g24590|PLSP1|Plastidic Type I Signal Peptidase
ath,V,At3g24650|ABI3|SIS10|ABA Insensitive
ath,R,At3g25100|CDC45|Cell Division Cycle
ath,V,At3g25140|QUA1|GAUT8|Quasimodo
ath,P,At3g25230|ROF1|FKBP62|Rotamase FKBP
ath,C,At3g25250|OXI1|Oxidative Signal-Inducible
ath,V,At3g25520|ATL5|PGY3|OLI5|RPL5A|Arabidopsis thaliana Ribosomal Protein L5
ath,C,At3g25690|CHUP1|Chloroplast Unusual Positioning
ath,S,At3g25860|PLE2|Plastid E2 Subunit of Pyruvate Decarboxylase
ath,V,At3g26090|RGS1|Regulator of G-Protein Signaling
ath,V,At3g26410|TRM11|tRNA Modification
ath,P,At3g26420|AtRZ-1a
ath,V,At3g26570|PHT2;1|ORF02|Phosphate Transporter
ath,H,At3g26680|SNM1|Sensitive to Nitrogen Mustard
ath,C,At3g26744|ICE1|SCRM|Inducer of CBF Expression
ath,S,At3g26790|FUS3|Fusca
ath,I,At3g26830|PAD3|Phytoalexin Deficient
ath,L,At3g26900|SKL1|Shikimate Kinase Like
ath,C,At3g27000|ARP2|WRM|Actin Related Protein
ath,V,At3g27060|TSO2|TSO Meaning 'Ugly' in Chinese
ath,V,At3g27160|GHS1|Glucose Hypersensitive
ath,P,At3g27460|SGF29A|SAGA Associated Factor
ath,V,At3g27530|MAG4|GC6|Maigo
ath,P,At3g27660|OLEO4|OLE3|Oleosin
ath,S,At3g27670|RST1|Resurrection
ath,R,At3g27730|RCK|MER3|Rock-N-Rollers
ath,V,At3g27740|VEN6|CarA|Venosa
ath,S,At3g27750|EMB3123|Embryo Defective
ath,R,At3g27810|AtMYB21|MYB3|MYB Domain Protein
ath,L,At3g27820|MDAR4|Monodehydroascorbate Reductase
ath,C,At3g27920|GL1|MYB0|Glabra
ath,T,At3g28030|UVH3|UVR1|Ultraviolet Hypersensitive
ath,R,At3g28470|TDF1|AtMYB35|Defective in Tapetal Development and Function
ath,V,At3g28730|SSRP1|HMG|NFD
ath,V,At3g28860|PGP19|ABCB19|MDR1|MDR11|MDL15.2|P-Glycoprotein
ath,H,At3g28910|MYB30|MYB Domain Protein
ath,V,At3g29030|EXPA5|Expansin
ath,S,At3g29290|EMB2076|Embryo Defective
ath,V,At3g29320|PHS1|Alpha-Glucan Phosphorylase
ath,V,At3g30180|BR6OX2|CYP85A2|Brassinosteroid-6-Oxidase
ath,V,At3g33520|AtARP6|SUF3|ESD1|Actin-Related Protein
ath,L,At3g42170|DAYSLEEPER|Daysleeper
ath,R,At3g43210|TES|STD|Tetraspore
ath,I,At3g43300|AtMIN7|HopM Interactor
ath,H,At3g44110|J3|DNAJ Homolog
ath,V,"At3g44200|NEK6|NIMA (Never In Mitosis, Gene A)-Related"
ath,H,At3g44260|AtCAF1a|CCR4 Associated Factor
ath,H,At3g44310|NIT1|Resistant to Indole-3-Acetonitrile
ath,I,At3g44480|RPP1|COG1|RPP10|Recognition of Peronospora parasitica
ath,S,At3g44530|HIRA|Arabidopsis Ortholog of Hira
ath,B,At3g44540|FAR4|Fatty Acid Reductase
ath,B,At3g44550|FAR5|Fatty Acid Reductase
ath,V,At3g44880|ACD1|LLS1|PaO|Accelerated Cell Death
ath,G,At3g45100|SETH2
ath,B,At3g45130|LAS1|Lanosterol Synthase
ath,B,At3g45140|LOX2|Lipoxygenase
ath,G,At3g45150|TCP16|TCP Domain Protein
ath,B,At3g45300|AtIVD|Isovaleryl-CoA Dehydrogenase
ath,H,At3g45640|AtMPK3|Mitogen-Activated Protein Kinase
ath,P,At3g45780|NPH1|RPT1|Non-Phototropic Hypocotyl
ath,V,At3g45890|RUS1|Root UV-B Sensitive
ath,I,At3g46530|RPP13|RPP11|Recognition of Peronospora parasitica
ath,V,At3g46550|SOS5|Salt Overly Sensitive
ath,S,At3g46560|EMB2474|TIM9|Embryo Defective
ath,T,At3g46640|PCL1|LUX|Phytoclock
ath,S,At3g46740|TOC75|AtTOC75-III|Translocon at outer envelope membrane of chloroplasts
ath,B,At3g46790|CRR2|Chlororespiratory Reduction
ath,V,At3g46970|PHS2|Alpha-Glucan Phosphorylase
ath,V,At3g47390|PHS1|Photosensitive
ath,H,At3g47440|TIP5;1|Tonoplast Intrinsic Protein
ath,V,At3g47450|NOA1|NOS1|RIF1|Nitric Oxide Associated
ath,P,At3g47500|CDF3|HPPBF-2a|Cycling Dof Factor
ath,P,"At3g47620|AtTCP14|Teosinte Branched1, Cycloidea and PCF"
ath,V,At3g47690|AtEB1a|End Binding
ath,R,At3g47710|BNQ3|bHLH161|Banquo
ath,P,At3g47860|CHL|Chloroplastic Lipocalin
ath,G,At3g47870|SCP|ASL29|Sidecar Pollen
ath,L,"At3g47930|AtGLDH|L-Galactono-1,4-Lactone Dehydrogenase"
ath,V,At3g47950|AHA4|Arabidopsis Plasma Membrane H+ ATPase
ath,H,At3g47990|SIS3|Sugar Insensitive
ath,I,At3g48090|EDS1|Enhanced Disease Susceptibility
ath,P,At3g48100|ARR5|IBC6|Arabidopsis Response Regulator
ath,S,At3g48110|EDD|Embryo Defective Development
ath,C,At3g48160|DEL1|E2L3|E2Fe|DP-E2F-Like 1
ath,R,At3g48190|ATM|Ataxia-Telangiectasia Mutated
ath,V,At3g48250|BIR6|Buthionine Sulfoximine-Insensitive Roots
ath,H,At3g48360|BT2|BTB and TAZ Domain Protein
ath,V,At3g48430|REF6|Relative of Early Flowering
ath,S,At3g48470|EMB2423|Embryo Defective
ath,L,At3g48500|PDE312|PTAC10|Pigment Defective Embryo
ath,T,At3g48670|IDN2|Involved in De Novo
ath,H,At3g48690|AtCXE12|Carboxyesterase
ath,G,At3g48750|CDC2|CDC2A|CDC2AAT|CDK2|CDKA|1|Cell Division Control
ath,G,At3g48930|EMB1080|Embryo Defective
ath,S,At3g49170|EMB2261|Embryo Defective
ath,P,At3g49180|RID3|Root Initiation Defective
ath,S,At3g49240|EMB1796|Embryo Defective
ath,B,At3g49250|DMS3|IDN1|Defective in Meristem Silencing
ath,I,At3g49500|SGS2|SDE1|Suppressor of Gene Silencing
ath,S,At3g49600|UBP26|Ubiquitin-Specific Protease
ath,S,At3g49660|AtMUT11|Arabidopsis MUT11 Homolog
ath,V,At3g49700|ACS9|ETO3|Aminocyclopropane Carboxylate Synthase
ath,H,At3g49940|LBD38|LOB Domain-Containing Protein
ath,H,At3g50060|MYB77|MYB Domain Protein
ath,V,At3g50500|SnRK2.2|SPK-2-2|SRK2D|SNF1-Related Protein Kinase
ath,V,At3g50660|DWF4|CLM|SAV1|SNP2|Dwarf
ath,V,At3g50820|PsbO2|OEC|PsbO-2|Photosystem II Subunit
ath,S,At3g50870|MNP|GATA18|HAN|Monopole
ath,R,At3g51060|STY1|SRS1|Stylish
ath,V,At3g51160|MUR1|GMD2|Cell Wall Mutant
ath,R,At3g51240|TT6|F3H|Transparent Testa
ath,C,At3g51460|RHD4|Root Hair Defective
ath,G,At3g51550|FER|SIR|Feronia
ath,H,At3g51770|ETO1|Ethylene Overproducer
ath,V,At3g51780|AtBAG4|BCL-2-Associated Athanogene
ath,V,At3g51820|PDE325|CHLG|ATG4|Pigment Defective Embryo
ath,H,At3g51840|ACX4|Acyl-CoA Oxidase
ath,H,At3g51860|CAX3|CAX1-LIKE|AtHCX1|Cation Exchanger
ath,B,At3g51970|ASAT1|Acyl-CoA Sterol Acyl Transferase
ath,R,At3g52115|AtGR1|AtCOM1|Gamma Response Gene
ath,V,At3g52180|SEX4|AtPTPKIS1|DSP4|Starch-Excess
ath,H,At3g52190|PHF1|Phosphate Transporter Traffic Facilitator
ath,V,At3g52280|GTE6|General Transcription Factor Group E6
ath,L,At3g52380|PDE322|CP33|Pigment Defective Embryo
ath,I,At3g52430|PAD4|Phytoalexin Deficient
ath,P,At3g52450|PUB22|Plant U-Box
ath,H,At3g52560|UEV1D-4|UEV1D|Ubiquitin E2 Variant
ath,G,At3g52590|EMB2167|HAP4|UbA52|Embryo Defective
ath,V,At3g52770|ZPR3|Little Zipper
ath,S,At3g52940|FK|HYD2|ELL|Fackel
ath,V,At3g53020|STV1|RPL24|RPL24B|Short Valve
ath,T,At3g53110|LOS4|CRYOPHYTE|Low Expression of Osmotically Responsive Genes
ath,B,At3g53130|LUT1|CYP97C1|Lutein Deficient
ath,B,At3g53420|PIP2;2|Plasma Membrane Intrinsic Protein
ath,H,At3g53480|ABCG37|PIS1|PDR9|ATP-Binding Cassette
ath,C,At3g53720|AtCHX20|Cation/H+ Exchanger
ath,V,At3g53760|GCP4|Gamma-Tubulin Complex Protein
ath,L,At3g53900|UPP|Uracil Phosphoribosyltransferase
ath,S,At3g54010|PAS1|DEI1|Pasticcino
ath,V,At3g54050|HCEF1|High Cyclic Electron Flow
ath,V,At3g54110|PUMP1|UCP1|Plant Uncoupling Mitochondrial Protein
ath,S,At3g54170|FIP37|FKBP Interacting Protein
ath,V,At3g54220|SCR|SGR1|Scarecrow
ath,P,At3g54280|RGD3|CHA16|CHR16|BTAF1|Root Growth Defective
ath,S,At3g54320|WRI1|Wrinkled Seed
ath,R,At3g54340|AP3|Apetala
